0;word;слово;frequency;sentiment
812;merged;;1;0
813;protected;защищенный;9;0
814;yyyy;;5;0
815;seriously;;2;0
816;buried;;1;0
817;meanwhile;;1;0
818;overall;;3;0
819;users;;1;0
820;route;;1;0
821;detail;подробно;8;0
822;base;;5;0
823;inspect;;2;0
824;centralized;;1;0
825;intentionally;;3;0
826;dotted;;2;0
827;variable;переменная;18;0
828;modify;;1;0
829;button;;3;0
830;mostly;в основном;11;0
831;bug;;3;0
832;sound;;1;0
833;unchecked;непроверенный;11;-1
834;unsure;;3;0
835;bin;;3;0
836;obsolete;устарелый;12;-1
837;alert;бдительный;8;0
838;act;;1;0
839;path;;5;0
840;organize;;2;0
841;observe;;1;0
842;domain;;1;0
843;familiar;;4;0
844;apart;;1;0
845;fairly;;6;0
846;ex;;2;0
847;higher;выше;11;1
848;defunct;;1;0
849;bubble;;5;0
850;appropriate;подходящее;12;0
851;weighted;;1;0
852;height;рост;12;1
853;numerical;;2;0
854;independent;независимый;10;0
855;nested;вложенными;23;0
856;unnamed;;1;0
857;join;;2;0
858;catalog;;3;0
859;overflow;;2;0
860;supplier;;2;0
861;comparable;;1;0
862;exceedingly;;1;0
863;rare;;2;0
864;affected;;1;0
865;store;;3;0
866;apparent;;2;0
867;tall;;2;0
868;seek;;2;0
869;contrary;;1;0
870;resource;;2;0
871;themes;;1;0
872;instant;;2;0
873;bud;;1;0
874;edit;редактировать;8;0
875;mode;Режим;9;0
876;mapped;;3;0
877;sparse;;1;0
878;typescript;;1;0
879;extra;дополнительный;28;0
880;u;;6;0
881;weight;;2;0
882;intermittent;;3;0
883;insensitive;;2;0
884;clipped;;1;0
885;powerful;;1;0
886;fast;быстро;10;0
887;install;;6;0
888;provide;;4;0
889;def;;2;0
890;madam;;1;0
891;notice;;4;0
892;unacceptable;;3;0
893;project;;4;0
894;fill;;4;0
895;rubbish;;1;0
896;spread;;2;0
897;suitable;;7;0
898;through;;1;0
899;conditional;условный;11;-1
900;overloaded;;1;0
901;sensitive;;5;0
902;draw;;5;0
903;diagram;диаграмма;8;0
904;moreover;;1;0
905;minor;незначительный;10;0
906;unbound;несвязанный;25;-1
907;convert;;3;0
908;scaled;;3;0
909;major;основной;10;0
910;render;;2;0
911;flat;;6;0
912;overridden;;2;0
913;lazy;ленивый;11;-1
914;loaded;;4;0
915;sluggish;;1;0
916;colorful;;7;0
917;easiest;;3;0
918;sir;;5;0
919;tail;;1;0
920;tried;пытался;10;0
921;center;;3;0
922;stacked;сложены;10;0
923;dumb;;1;0
924;earliest;;2;0
925;fully;от корки до корки;13;1
926;closed;;4;0
927;secondary;вторичный;8;0
928;loops;;1;0
929;incorrect;некорректный;14;-10
930;ignore;;1;0
931;axis;;5;0
932;sudden;;1;0
933;lesson;;1;0
934;human;;2;0
935;approximately;;2;0
936;contain;;1;0
937;effective;;4;0
938;compile;;6;0
939;unlocked;;7;0
940;locked;;2;0
941;repository;хранилище;9;0
942;urban;;1;0
943;indicator;;3;0
944;rebound;;1;0
945;afterward;;1;0
946;teacher;;1;0
947;denied;;1;0
948;eastern;;1;0
949;central;;2;0
950;restore;;1;0
951;restored;;1;0
952;literally;;1;0
953;appropriately;;4;0
954;interesting;интересно;8;0
955;cell;;2;0
956;prepare;;1;0
957;steal;;1;0
958;core;;4;0
959;charts;;1;0
960;sl;;1;0
961;consistently;;3;0
962;identical;;7;0
963;immediate;;4;0
964;silly;;2;0
965;accidentally;;3;0
966;mobile;мобильный;38;0
967;trivial;;3;0
968;funnel;;1;0
969;callable;;1;0
970;material;;5;0
971;observable;наблюдаемый;12;0
972;definitely;;2;0
973;intact;;1;0
974;disposed;;2;0
975;driver;;3;0
976;middle;;5;0
977;handy;;2;0
978;queried;;2;0
979;practical;;3;0
980;dark;темно;9;0
981;suggest;предложить;10;0
982;specially;;3;0
983;past;прошлое;9;0
984;penultimate;;1;0
985;crazy;;6;0
986;immutable;;1;0
987;appreciate;;3;0
988;quickest;;1;0
989;persist;;1;0
990;achieve;;4;0
991;executed;;3;0
992;tight;;1;0
993;newest;;3;0
994;highest;;5;0
995;taller;;1;0
996;oddly;;1;0
997;feels;;2;0
998;hack;;1;0
999;export;;3;0
1000;shot;;3;0
1001;radio;;1;0
1002;opened;;2;0
1003;weirdly;;1;0
1004;unexpected;;7;0
1005;secondly;;6;0
1006;purely;;4;0
1007;lastly;;2;0
1008;plain;;3;0
1009;unrecognized;;2;0
1010;uncommon;;1;0
1011;arbitrary;;1;0
1012;concurrent;;1;0
1013;universal;;4;0
1014;desirable;;2;0
1015;sizes;;1;0
1016;primitive;;1;0
1017;thin;;3;0
1018;heavy;;3;0
1019;secret;;1;0
1020;pro;;5;0
1021;precise;;4;0
1022;feasible;;1;0
1023;dapper;;1;0
1024;test;;6;0
1025;filtered;отфильтрованный;9;0
1026;expandable;;3;0
1027;press;;1;0
1028;roughly;;3;0
1029;broad;;1;0
1030;fortunately;;1;0
1031;gracefully;;2;0
1032;quirk;;1;0
1033;unofficial;;1;0
1034;supported;;6;0
1035;shortly;;1;0
1036;externally;;1;0
1037;r;;4;0
1038;final;окончательный;14;0
1039;record;;1;0
1040;stretch;;1;0
1041;solely;;1;0
1042;inherently;;1;0
1043;header;;5;0
1044;unique;уникальный;14;1
1045;express;экспресс;10;0
1046;pointer;;1;0
1047;strangely;;3;0
1048;simulate;;1;0
1049;therefor;;2;0
1050;luck;;2;0
1051;transparent;;3;0
1052;procedure;;2;0
1053;spell;;3;0
1054;appear;;2;0
1055;equality;;1;0
1056;registered;;3;0
1057;timely;;1;0
1058;cleared;;1;0
1059;vise;;1;0
1060;compressed;;1;0
1061;uncontrollable;;2;0
1062;spin;;1;0
1063;imperial;;1;0
1064;self;;1;0
1065;absolute;;3;0
1066;shared;;3;0
1067;fastest;;2;0
1068;chronological;;1;0
1069;faster;;7;0
1070;equally;;1;0
1071;inaccessible;;2;0
1072;provided;;3;0
1073;tag;;3;0
1074;centered;;1;0
1075;combo;;4;0
1076;extensive;;2;0
1077;financial;;2;0
1078;mean;;2;0
1079;shortest;;1;0
1080;neat;;2;0
1081;trigger;;2;0
1082;needless;;1;0
1083;ultimately;;2;0
1084;determined;;1;0
1085;design;;4;0
1086;named;;3;0
1087;flip;;1;0
1088;partly;;1;0
1089;substitute;;1;0
1090;below;;4;0
1091;foreign;иностранные;12;0
1092;continuous;;7;0
1093;manly;;1;0
1094;bale;;1;0
1095;forever;;3;0
1096;presently;;2;0
1097;guest;;2;0
1098;persisted;;1;0
1099;doc;доктор;9;0
1100;scheduled;;1;0
1101;frank;;2;0
1102;wrapper;;1;0
1103;changed;;2;0
1104;origin;;2;0
1105;adjustable;;1;0
1106;guide;;2;0
1107;setup;;3;0
1108;substantial;;1;0
1109;quota;;1;0
1110;wheel;;2;0
1111;spiral;;1;0
1112;near;;2;0
1113;satisfactory;;2;0
1114;incomplete;;1;0
1115;equivalent;;3;0
1116;logs;;1;0
1117;suspend;;1;0
1118;closer;;2;0
1119;printable;;1;0
1120;wanted;;4;0
1121;sorry;;4;0
1122;filtering;;3;0
1123;write;записывать;8;0
1124;accepted;;1;0
1125;builtin;;1;0
1126;minus;;1;0
1127;thereafter;;1;0
1128;understandable;;1;0
1129;elegant;;4;0
1130;implement;;4;0
1131;outside;;3;0
1132;united;;4;0
1133;messy;;2;0
1134;deferred;;1;0
1135;blob;;2;0
1136;explorer;;2;0
1137;sporadic;;1;0
1138;dependent;;3;0
1139;surface;;1;0
1140;manifest;;5;0
1141;stack;;5;0
1142;half;;2;0
1143;unfriendly;;2;0
1144;matrix;;1;0
1145;longest;;3;0
1146;sole;;1;0
1147;additionally;;5;0
1148;understandably;;1;0
1149;change;;3;0
1150;pity;;1;0
1151;absolutely;;5;0
1152;proverbial;;1;0
1153;oldest;;1;0
1154;listed;;2;0
1155;produced;;1;0
1156;grouping;;1;0
1157;activated;;3;0
1158;merge;;1;0
1159;percent;;3;0
1160;length;;2;0
1161;snap;щелчок;13;0
1162;memory;;2;0
1163;give;;1;0
1164;descendant;;3;0
1165;exciting;;1;0
1166;sliding;;1;0
1167;matter;;1;0
1168;modular;;2;0
1169;subsequent;;3;0
1170;rotated;;1;0
1171;wrongly;;2;0
1172;tentative;;1;0
1173;missed;;1;0
1174;brush;;1;0
1175;trunk;;1;0
1176;urgently;;1;0
1177;wait;;4;0
1178;switched;;1;0
1179;logger;;3;0
1180;outer;;2;0
1181;cumbersome;;1;0
1182;fundamental;;1;0
1183;scheduling;;1;0
1184;viable;;1;0
1185;wish;;5;0
1186;fatal;;3;0
1187;satellite;;2;0
1188;front;;5;0
1189;decrement;;2;0
1190;link;;2;0
1191;john;;1;0
1192;highly;;2;0
1193;marked;;3;0
1194;unload;;2;0
1195;float;;3;0
1196;simplest;;1;0
1197;unobtrusive;;5;0
1198;se;;2;0
1199;secured;;1;0
1200;worse;;5;0
1201;sincerely;;5;0
1202;manual;руководство;10;0
1203;assist;;2;0
1204;root;;4;0
1205;assembled;;1;0
1206;consequently;;3;0
1207;rear;;1;0
1208;diameter;;2;0
1209;proxy;;2;0
1210;navigation;;2;0
1211;backward;;1;0
1212;fire;;2;0
1213;ugly;;4;0
1214;acceptable;;4;0
1215;newer;;5;0
1216;truncated;;3;0
1217;guys;;2;0
1218;fade;;1;0
1219;outstanding;;1;0
1220;indeed;в самом деле;8;0
1221;port;;2;0
1222;whatsoever;;3;0
1223;strictly;;1;0
1224;narrow;;2;0
1225;visited;;1;0
1226;have;;1;0
1227;significantly;;1;0
1228;unrelated;;2;0
1229;lightly;;1;0
1230;bound;;1;0
1231;commercial;;4;0
1232;deep;;3;0
1233;applying;;1;0
1234;post;;1;0
1235;method;;5;0
1236;map;;2;0
1237;das;;1;0
1238;responsive;отзывчивый;9;0
1239;directory;;6;0
1240;respective;;4;0
1241;dash;;2;0
1242;uniquely;;1;0
1243;mathematical;;2;0
1244;dual;;1;0
1245;rendered;;2;0
1246;dispatched;;1;0
1247;ordered;;1;0
1248;declared;;3;0
1249;implemented;;2;0
1250;schematic;;1;0
1251;diverse;;1;0
1252;stable;;1;0
1253;plotted;;1;0
1254;indeterminate;;3;0
1255;mix;;1;0
1256;costly;;1;0
1257;parent;;1;0
1258;fifty;;2;0
1259;throw;;3;0
1260;break;;2;0
1261;box;;5;0
1262;separated;;1;0
1263;applicable;;4;0
1264;tenant;;1;0
1265;none;;1;0
1266;nicer;;5;0
1267;redundant;;2;0
1268;lesser;;1;0
1269;excessive;;2;0
1270;inefficient;;2;0
1271;exploded;;1;0
1272;needed;;2;0
1273;funny;;1;0
1274;respectively;;2;0
1275;paging;;2;0
1276;undo;;3;0
1277;successful;успешный;8;0
1278;regards;;1;0
1279;logically;;2;0
1280;granted;;1;0
1281;abandoned;;1;0
1282;inactive;;4;0
1283;considerable;;1;0
1284;writer;;3;0
1285;banded;;3;0
1286;drastically;;1;0
1287;linear;;4;0
1288;regularly;;1;0
1289;intentional;;1;0
1290;hex;;1;0
1291;awful;;1;0
1292;resulting;;1;0
1293;inconsistent;;1;0
1294;lousy;;1;0
1295;troublesome;;1;0
1296;beautiful;;2;0
1297;want;;1;0
1298;notification;;1;0
1299;suppose;;4;0
1300;along;;2;0
1301;query;;5;0
1302;follow;;3;0
1303;os;;4;0
1304;pressed;;3;0
1305;satisfied;;1;0
1306;unexpectedly;;2;0
1307;built;;1;0
1308;youthful;;1;0
1309;log;;3;0
1310;trim;;3;0
1311;control;;3;0
1312;spark;;1;0
1313;attentive;;1;0
1314;leave;;1;0
1315;worth;;3;0
1316;scaffolding;;2;0
1317;fail;;3;0
1318;fake;;1;0
1319;dashed;;5;0
1320;hourly;;2;0
1321;controller;;1;0
1322;existent;;1;0
1323;inverted;;1;0
1324;enter;;7;0
1325;badly;;1;0
1326;compare;;1;0
1327;awesome;;7;0
1328;ticked;;1;0
1329;acknowledge;;1;0
1330;unacknowledged;;1;0
1331;wil;;1;0
1332;checking;;1;0
1333;leaf;;1;0
1334;commented;;1;0
1335;mixed;;4;0
1336;works;;1;0
1337;pinch;;1;0
1338;alongside;;1;0
1339;crucial;;1;0
1340;permanently;;2;0
1341;syntax;;2;0
1342;natural;;1;0
1343;preflight;;1;0
1344;progress;;1;0
1345;circular;;2;0
1346;note;;1;0
1347;personal;;3;0
1348;broader;;1;0
1349;inserted;;5;0
1350;connect;;1;0
1351;leak;;3;0
1352;printed;;1;0
1353;equivalence;;1;0
1354;unusual;;1;0
1355;cluttered;;1;0
1356;professional;;2;0
1357;totally;;4;0
1358;independently;;3;0
1359;painfully;;1;0
1360;dynamical;;1;0
1361;mistakenly;;1;0
1362;disruptive;;1;0
1363;override;;3;0
1364;couple;;1;0
1365;le;;2;0
1366;groped;;1;0
1367;social;;4;0
1368;illegal;;3;0
1369;instantly;;4;0
1370;distinct;;3;0
1371;refreshed;;1;0
1372;copy;;1;0
1373;slight;;1;0
1374;margin;;1;0
1375;everybody;;1;0
1376;minute;;1;0
1377;die;;1;0
1378;ist;;1;0
1379;boot;;1;0
1380;optimistic;;1;0
1381;appraisal;;2;0
1382;heavily;;2;0
1383;behind;;1;0
1384;notify;;3;0
1385;widest;;1;0
1386;license;;1;0
1387;stamp;;3;0
1388;schedule;;1;0
1389;marker;;1;0
1390;dig;;2;0
1391;strict;;2;0
1392;con;;1;0
1393;point;;1;0
1394;drop;;1;0
1395;deliberately;;1;0
1396;card;;1;0
1397;responsible;;4;0
1398;permanent;;3;0
1399;exclusively;;2;0
1400;excited;;2;0
1401;eleven;;1;0
1402;assign;;2;0
1403;menus;;1;0
1404;assigned;;3;0
1405;administrative;;2;0
1406;missing;;1;0
1407;validating;;1;0
1408;portal;;1;0
1409;piece;;1;0
1410;surely;;1;0
1411;complementary;;1;0
1412;duplicate;;2;0
1413;precisely;;2;0
1414;device;;1;0
1415;thickness;;2;0
1416;nevertheless;;1;0
1417;delayed;;2;0
1418;regardless;;3;0
1419;sent;;1;0
1420;frequently;;4;0
1421;parallel;;1;0
1422;preferably;;3;0
1423;started;;1;0
1424;make;;1;0
1425;incident;;1;0
1426;span;;1;0
1427;rid;избавиться;8;0
1428;appreciative;;1;0
1429;describe;;1;0
1430;graceful;;1;0
1431;corrupted;;1;0
1432;understand;;3;0
1433;functional;;3;0
1434;rapidly;;1;0
1435;athlete;;1;0
1436;whatever;;1;0
1437;fired;;2;0
1438;china;;1;0
1439;labels;;1;0
1440;tiles;;1;0
1441;layout;;4;0
1442;concerned;;1;0
1443;widespread;;1;0
1444;voluntarily;;1;0
1445;alive;;2;0
1446;stuff;;1;0
1447;bounded;;2;0
1448;locking;;2;0
1449;happen;;4;0
1450;underlined;;2;0
1451;occupied;;1;0
1452;over;;4;0
1453;expensive;;1;0
1454;willing;;1;0
1455;advice;;2;0
1456;theirs;;1;0
1457;sort;;2;0
1458;unknowingly;;1;0
1459;thoroughly;;1;0
1460;panels;;1;0
1461;unwanted;;2;0
1462;adequate;;1;0
1463;endless;;1;0
1464;rows;;3;0
1465;nodes;;1;0
1466;usage;;2;0
1467;unmodified;;1;0
1468;cleanly;;1;0
1469;mandatory;;6;0
1470;underline;;1;0
1471;unbounded;;1;0
1472;video;;2;0
1473;steep;;1;0
1474;unlimited;;1;0
1475;impressive;;1;0
1476;worried;;2;0
1477;minimally;;1;0
1478;frame;;2;0
1479;affect;;4;0
1480;trace;;2;0
1481;interested;;6;0
1482;industrial;;1;0
1483;searching;;1;0
1484;fancy;;1;0
1485;contiguous;;2;0
1486;files;;1;0
1487;radial;;3;0
1488;running;;2;0
1489;implicit;;3;0
1490;docked;;1;0
1491;loose;;1;0
1492;lightness;;1;0
1493;animate;;1;0
1494;stops;;1;0
1495;become;;1;0
1496;frustrating;;2;0
1497;cross;;1;0
1498;layer;;3;0
1499;redirect;;1;0
1500;alias;;3;0
1501;texts;;3;0
1502;worst;;2;0
1503;unpredictable;;1;0
1504;detect;;1;0
1505;digit;;1;0
1506;conveniently;;1;0
1507;litle;;1;0
1508;reopen;;2;0
1509;reproducible;;4;0
1510;obscure;;1;0
1511;untouched;;1;0
1512;potentially;;3;0
1513;spaced;;1;0
1514;visibly;;1;0
1515;technically;;1;0
1516;indirectly;;1;0
1517;off;;1;0
1518;account;;1;0
1519;apparently;;3;0
1520;crash;;1;0
1521;argument;;3;0
1522;improperly;;1;0
1523;sofa;;1;0
1524;whereas;;1;0
1525;thicker;;1;0
1526;vast;;1;0
1527;appearance;;1;0
1528;efficiently;;1;0
1529;relational;;1;0
1530;collect;;1;0
1531;apt;;2;0
1532;needle;игла;8;0
1533;alternate;;1;0
1534;accurate;;1;0
1535;grammatically;;1;0
1536;unloaded;;1;0
1537;associate;;2;0
1538;official;;1;0
1539;gather;;1;0
1540;anchored;;2;0
1541;explicit;;2;0
1542;unchanged;;2;0
1543;unpaid;;1;0
1544;incompatible;;1;0
1545;measurement;;1;0
1546;suite;;2;0
1547;indefinitely;;1;0
1548;listening;;1;0
1549;unsuccessful;;1;0
1550;useable;;1;0
1551;drastic;;1;0
1552;nearest;;1;0
1553;times;;1;0
1554;opposite;;2;0
1555;rectangle;;2;0
1556;minimal;;1;0
1557;arabic;;2;0
1558;simultaneously;;2;0
1559;repeated;;1;0
1560;longshot;;1;0
1561;biggest;;2;0
1562;container;;1;0
1563;introduced;;1;0
1564;directive;;1;0
1565;suffix;;1;0
1566;aligned;;3;0
1567;l;;2;0
1568;matching;;1;0
1569;disappear;;2;0
1570;freshly;;1;0
1571;found;;1;0
1572;respondent;;1;0
1573;requirement;;1;0
1574;understanding;;3;0
1575;truly;;1;0
1576;lime;;2;0
1577;married;;1;0
1578;chosen;;2;0
1579;unifying;;1;0
1580;reliable;;2;0
1581;application;;1;0
1582;step;;1;0
1583;let;;1;0
1584;cleaner;;1;0
1585;vous;;1;0
1586;pour;;1;0
1587;est;;3;0
1588;une;;1;0
1589;digital;;1;0
1590;anytime;;3;0
1591;rebuild;;1;0
1592;dedicated;;1;0
1593;dropped;;1;0
1594;bower;;2;0
1595;similarly;;4;0
1596;blurry;;1;0
1597;preparatory;;1;0
1598;compress;;1;0
1599;fewer;;1;0
1600;skipped;;1;0
1601;dead;;1;0
1602;freezes;;1;0
1603;request;;1;0
1604;bellow;;1;0
1605;periodically;;1;0
1606;scalar;;1;0
1607;embedded;;2;0
1608;analogous;;1;0
1609;drill;;1;0
1610;female;;1;0
1611;result;;1;0
1612;integrate;;1;0
1613;reproduce;;1;0
1614;publish;;4;0
1615;all;;1;0
1616;underlining;;1;0
1617;freely;;1;0
1618;feel;;1;0
1619;massive;;1;0
1620;lowest;;1;0
1621;naturally;;1;0
1622;stubbornly;;1;0
1623;questionable;;1;0
1624;pen;;3;0
1625;whichever;;1;0
1626;avoid;;1;0
1627;automated;;1;0
1628;allowed;;1;0
1629;cool;;2;0
1630;anew;;1;0
1631;straightforward;;1;0
1632;clearer;;2;0
1633;winded;;1;0
1634;smallish;;1;0
1635;shifts;;1;0
1636;terminal;;1;0
1637;across;;1;0
1638;frustrated;;1;0
1639;depth;;1;0
1640;reserved;;1;0
1641;sharp;;2;0
1642;per;;1;0
1643;volatile;;1;0
1644;nervous;;1;0
1645;wired;;2;0
1646;perplexing;;1;0
1647;scientific;;1;0
1648;extraneous;;1;0
1649;finish;;1;0
1650;simpler;;1;0
1651;formula;;1;0
1652;fifth;;1;0
1653;favorite;;1;0
1654;received;;1;0
1655;profile;;1;0
1656;ther;;2;0
1657;restful;;1;0
1658;ultimate;;1;0
1659;sadly;;1;0
1660;agree;;1;0
1661;fabric;;1;0
1662;inseparable;;1;0
1663;misbehavior;;1;0
1664;conventional;;1;0
1665;essential;;1;0
1666;stick;;1;0
1667;halfway;;1;0
1668;phantom;;1;0
1669;dummy;;3;0
1670;achieving;;1;0
1671;perpetual;;1;0
1672;touchdown;;1;0
1673;nearby;;1;0
1674;triangular;;1;0
1675;sizeable;;1;0
1676;elegantly;;1;0
1677;illogical;;1;0
1678;whopping;;1;0
1679;elemental;;1;0
1680;included;;2;0
1681;retrieved;;1;0
1682;legislative;;1;0
1683;licensed;;1;0
1684;expired;;1;0
1685;rightful;;1;0
1686;progressive;;1;0
1687;explained;;1;0
1688;formulas;;1;0
1689;k;;1;0
1690;hybrid;;2;0
1691;handle;;1;0
1692;slim;;1;0
1693;vital;;1;0
1694;categorical;;1;0
1695;simultaneous;;1;0
1696;scaffold;;2;0
1697;workable;;1;0
1698;created;;1;0
1699;valuable;;1;0
1700;navigator;;1;0
1701;pipe;;1;0
1702;behaviour;;2;0
1703;fresh;;1;0
1704;realistic;;1;0
1705;contrast;;1;0
1706;deactivated;;1;0
1707;integrated;;2;0
1708;awkward;;2;0
1709;smoother;;1;0
1710;enormous;;1;0
1711;bright;;1;0
1712;scenarios;;1;0
1713;desperately;;2;0
1714;char;;1;0
1715;mapping;;1;0
1716;la;;1;0
1717;farthest;;1;0
1718;confident;;1;0
1719;subscribe;;1;0
1720;threading;;1;0
1721;showing;;1;0
1722;frankly;;1;0
1723;master;;3;0
1724;definitive;;1;0
1725;bread;;1;0
1726;respectfully;;1;0
1727;utterly;;1;0
1728;mine;;1;0
1729;trimming;;1;0
1730;undesirable;;1;0
1731;en;;2;0
1732;weaker;;1;0
1733;set;;2;0
1734;navigate;;1;0
1735;titled;;1;0
1736;math;;1;0
1737;conversely;;1;0
1738;crystal;;7;0
1739;primarily;;1;0
1740;tables;;1;0
1741;subsequently;;1;0
1742;immensely;;1;0
1743;urgency;;1;0
1744;upgrading;;1;0
1745;undeclared;;1;0
1746;begin;;1;0
1747;shadow;;1;0
1748;described;;1;0
1749;electronic;;1;0
1750;split;;1;0
1751;um;;1;0
1752;em;Эм;10;0
1753;journal;;5;0
1754;extrapolate;;1;0
1755;mad;;3;0
1756;prop;;1;0
1757;appended;;1;0
1758;eagerly;;1;0
1759;topmost;;1;0
1760;incidentally;;1;0
1761;thumb;;1;0
1762;narrator;;1;0
1763;localized;;1;0
1764;framework;;1;0
1765;supporter;;1;0
1766;rounded;;1;0
